facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Management-Marketing;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;100;N/A;0.19;4.200 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Examen;0;100
Facultatea de Informatică Managerială;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;25;N/A;0.80;4.200 lei;Informatică economică (în limba engleză);Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;0;25
Facultatea de Drept;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.46;4.200 lei;Drept IFR;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;0;50
Facultatea de Educație Fizică, Sport și Kinetoterapie;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.62;4.200 lei;Kinetoterapie și motricitate specială;Public;Acreditat;Kinetoterapie şi motricitate specială;Kinetoterapie;Ştiinţa Sportului şi Educaţiei Fizice;Examen;0;50
Facultatea de Construcţii de Maşini şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;120;N/A;N/A;2.700 lei;Tehnologia Constructiilor de Masini;Public;Acreditat;Tehnologia construcţiilor de maşini;Inginerie industrială;Științe Inginerești;Dosar;90;30
Facultatea de Construcţii şi Instalaţii;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;100;N/A;N/A;2.400 lei;Inginerie civilă (în limba engleză);Public;Acreditat;Inginerie civilă;Inginerie civilă;Științe Inginerești;Dosar;72;28
Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;112;N/A;N/A;2.500 lei;Managementul energiei;Public;Acreditat;Managementul energiei;Inginerie energetică;Științe Inginerești;Dosar;94;18
Facultatea de Hidrotehnică, Geodezie şi Ingineria Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;67;N/A;N/A;2.500 lei;Măsurători terestre şi cadastru;Public;Acreditat;Măsurători terestre şi cadastru;Inginerie geodezică;Științe Inginerești;Dosar;47;20
Facultatea de Mecanică;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;154;N/A;N/A;2.500 lei;Maşini şi instalaţii pentru agricultură şi industria alimentară;Public;Acreditat;Maşini şi instalaţii pentru agricultură şi industrie alimentară;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;129;25
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Tehnologia tricotajelor şi confecţiilor;Public;Acreditat;Tehnologia tricotajelor şi confecţiilor;Inginerie industrială;Științe Inginerești;Dosar;20;5
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;65;N/A;N/A;2.500 lei;Ingineria si managementul afacerilor;Public;Autorizat;Ingineria şi managementul afacerilor;Inginerie și management;Științe Inginerești;Dosar;50;15
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Tehnologia chimică a produselor din piele şi înlocuitori;Public;Acreditat;Tehnologia chimică a produselor din piele şi înlocuitori;Inginerie chimică;Științe Inginerești;Dosar;20;5
Facultatea de Construcţii de Maşini şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;134;6.08;N/A;2.700 lei;Maşini-unelte şi sisteme de producţie;Public;Acreditat;Maşini-unelte şi sisteme de producţie;Inginerie industrială;Științe Inginerești;Dosar;104;30
Facultatea de Automatică și Calculatoare;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;190;N/A;N/A;3.000 lei;Calculatoare;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;173;17
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;50;N/A;N/A;3.000 lei;Ingineria şi protecţia mediului în industrie;Public;Acreditat;Ingineria şi protecţia mediului în industrie;Ingineria mediului;Științe Inginerești;Dosar;30;20
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;50;N/A;N/A;2.500 lei;Ingineria substanţelor anorganice şi protecţia mediului;Public;Acreditat;Ingineria substanţelor anorganice şi protecţia mediului;Inginerie chimică;Științe Inginerești;Dosar;30;20
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;N/A;N/A;N/A;2.500 lei;Ingineria fabricaţiei hârtiei;Public;Acreditat;Ingineria fabricaţiei hârtiei;Inginerie chimică;Științe Inginerești;Dosar;0;0
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Inginerie chimică;Public;Acreditat;Inginerie chimică;Inginerie chimică;Științe Inginerești;Dosar;15;10
Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;216;N/A;N/A;2.500 lei;Instrumentaţie şi achiziţii de date;Public;Acreditat;Instrumentație și achiziții de date;Inginerie electrică;Științe Inginerești;Dosar;200;16
Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;N/A;N/A;N/A;2.500 lei;Informatică aplicată în inginerie electrică;Public;Acreditat;Informatică aplicată în inginerie electrică;Inginerie electrică;Științe Inginerești;Dosar;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;323;N/A;N/A;3.500 lei;Microelectronică, optoelectronică şi nanotehnologii;Public;Acreditat;Microelectronică, optoelectronică şi nanotehnologii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Dosar;285;38
Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;216;N/A;N/A;2.500 lei;Sisteme electrice;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Dosar;200;16
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;333;N/A;N/A;3.500 lei;Tehnologii şi sisteme de telecomunicaţii;Public;Acreditat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Dosar;295;38
Facultatea de Mecanică;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;140;N/A;N/A;2.500 lei;Sisteme şi echipamente termice;Public;Acreditat;Sisteme şi echipamente termice;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;115;25
Facultatea de Hidrotehnică, Geodezie şi Ingineria Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;43;N/A;N/A;2.500 lei;Ingineria şi protecţia mediului în agricultură;Public;Acreditat;Ingineria şi protecţia mediului în agricultură;Ingineria mediului;Științe Inginerești;Dosar;23;20
Facultatea de Mecanică;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;154;N/A;N/A;2.500 lei;Ingineria sistemelor de propulsie pentru autovehicule;Public;Acreditat;Ingineria sistemelor de propulsie pentru autovehicule;Ingineria autovehiculelor;Științe Inginerești;Dosar;129;25
Facultatea de Știința și Ingineria Materialelor;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;111;N/A;N/A;2.500 lei;Știința Materialelor;Public;Acreditat;Ştiinţa materialelor;Ingineria materialelor;Științe Inginerești;Dosar;81;30
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;114;N/A;N/A;2.500 lei;Design industrial (în limba engleză - Industrial Design);Public;Autorizat;Design industrial;Inginerie industrială;Științe Inginerești;Dosar;94;20
Facultatea de Automatică și Calculatoare;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;150;N/A;N/A;3.000 lei;Automatică şi informatică aplicată;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;137;13
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;85;N/A;N/A;2.500 lei;Chimia şi ingineria substanţelor organice, petrochimie şi carbochimie;Public;Acreditat;Chimia şi ingineria substanţelor organice, petrochimie şi carbochimie;Inginerie chimică;Științe Inginerești;Dosar;55;30
Facultatea de Construcţii şi Instalaţii;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;167;N/A;N/A;2.400 lei;Construcţii civile, industriale şi agricole;Public;Acreditat;Construcţii civile, industriale şi agricole;Inginerie civilă;Științe Inginerești;Dosar;120;47
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Inginerie economică în industria chimică şi de materiale;Public;Acreditat;Inginerie economică în industria chimică şi de materiale;Inginerie și management;Științe Inginerești;Dosar;15;10
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Inginerie biochimică;Public;Acreditat;Inginerie biochimică;Inginerie chimică;Științe Inginerești;Dosar;15;10
Facultatea de Construcţii de Maşini şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;61;N/A;N/A;2.700 lei;Maşini şi sisteme hidraulice şi pneumatice;Public;Acreditat;Maşini şi sisteme hidraulice şi pneumatice;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;51;10
Facultatea de Construcţii de Maşini şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;120;N/A;N/A;2.700 lei;Ingineria Sudării;Public;Acreditat;Ingineria sudării;Inginerie industrială;Științe Inginerești;Dosar;90;30
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;333;N/A;N/A;3.500 lei;Tehnologii şi sisteme de telecomunicaţii (în limba engleză);Public;Autorizat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Dosar;295;38
Facultatea de Construcţii şi Instalaţii;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;167;N/A;N/A;2.400 lei;Căi ferate, drumuri şi poduri;Public;Acreditat;Căi ferate, drumuri şi poduri;Inginerie civilă;Științe Inginerești;Dosar;120;47
Facultatea de Hidrotehnică, Geodezie şi Ingineria Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;66;N/A;N/A;2.500 lei;Amenajări şi construcţii hidrotehnice;Public;Acreditat;Amenajări şi construcţii hidrotehnice;Inginerie civilă;Științe Inginerești;Dosar;46;20
Facultatea de Mecanică;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;99;N/A;N/A;2.500 lei;Mecatronică;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Dosar;74;25
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;114;N/A;N/A;2.500 lei;Inginerie economică industrială;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Dosar;94;20
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Tehnologia şi designul confecţiilor din piele şi înlocuitori;Public;Acreditat;Tehnologia şi designul confecţiilor din piele şi înlocuitori;Inginerie industrială;Științe Inginerești;Dosar;20;5
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;114;N/A;N/A;2.500 lei;Design industrial;Public;Autorizat;Design industrial;Inginerie industrială;Științe Inginerești;Dosar;94;20
Facultatea de Arhitectură "G. M. Cantacuzino";Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;90;N/A;N/A;4.000 lei;Arhitectură;Public;Acreditat;Arhitectură ;Arhitectură;Arte, Arhitectură și Urbanism ;Examen;88;2
Facultatea de Automatică și Calculatoare;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;190;N/A;N/A;3.000 lei;Tehnologia informaţiei;Public;Acreditat;Tehnologia informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;173;17
Facultatea de Construcţii de Maşini şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;58;N/A;N/A;2.700 lei;Inginerie economică în domeniul mecanic;Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Dosar;48;10
Facultatea de Construcţii de Maşini şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;61;N/A;N/A;2.700 lei;Mecanică fină şi nanotehnologii;Public;Acreditat;Mecanică fină şi nanotehnologii;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;51;10
Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;112;N/A;N/A;2.500 lei;Ingineria sistemelor electroenergetice;Public;Acreditat;Ingineria sistemelor electroenergetice;Inginerie energetică;Științe Inginerești;Dosar;94;18
Facultatea de Hidrotehnică, Geodezie şi Ingineria Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;66;N/A;N/A;2.500 lei;Îmbunătăţiri funciare şi dezvoltare rurală;Public;Acreditat;Îmbunătăţiri funciare şi dezvoltare rurală;Inginerie civilă;Științe Inginerești;Dosar;46;20
Facultatea de Știința și Ingineria Materialelor;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;45;N/A;N/A;2.500 lei;Echipamente pentru procese industriale;Public;Acreditat;Echipamente pentru procese industriale;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;35;10
Facultatea de Mecanică;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;140;N/A;N/A;2.500 lei;Inginerie mecanică;Public;Acreditat;Inginerie mecanică;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;115;25
Facultatea de Textile – Pielărie şi Management Industrial;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Tehnologia şi designul produselor textile;Public;Acreditat;Tehnologia şi designul produselor textile;Inginerie industrială;Științe Inginerești;Dosar;20;5
Facultatea de Știința și Ingineria Materialelor;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;111;N/A;N/A;2.500 lei;Ingineria Procesării Materialelor;Public;Acreditat;Ingineria procesării materialelor;Ingineria materialelor;Științe Inginerești;Dosar;81;30
Facultatea de Construcţii şi Instalaţii;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;138;6.05;N/A;2.400 lei;Instalaţii pentru construcţii;Public;Acreditat;Instalaţii pentru construcţii;Ingineria instalaţiilor;Științe Inginerești;Dosar;38;100
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;N/A;N/A;N/A;2.500 lei;Chimie alimentară şi tehnologii biochimice;Public;Autorizat;Chimie alimentară şi tehnologii biochimice;Inginerie chimică;Științe Inginerești;Dosar;0;0
Facultatea de Inginerie Chimică şi Protecţia Mediului;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;25;N/A;N/A;2.500 lei;Ştiinţa şi ingineria polimerilor;Public;Acreditat;Ştiinţa şi ingineria polimerilor;Inginerie chimică;Științe Inginerești;Dosar;15;10
Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată;Universitatea Tehnică "Gheorghe Asachi" din Iaşi (TUIASI);Iasi, Iasi;216;N/A;N/A;2.500 lei;Electronică de putere şi acţionări electrice;Public;Acreditat;Electronică de putere şi acţionări electrice;Inginerie electrică;Științe Inginerești;Dosar;200;16
